"|","|__browDownLeft","|__browDownRight","|__browInnerUp","|__browOuterUpLeft","|__eyeBlinkLeft","|__eyeBlinkRight","|__browOuterUpRight","|__eyeLookDownLeft","|__eyeLookDownRight","|__eyeLookInLeft","|__eyeLookOutRight","|__eyeLookInRight","|__eyeLookOutLeft","|__eyeLookUpLeft","|__eyeLookUpRight","|__eyeSquintLeft","|__eyeSquintRight","|__mouthDimpleRight","|__mouthPressRight","|__mouthPressLeft","|__mouthSmileLeft","|__mouthStretchLeft","|__mouthStretchRight","|__mouthSmileRight","|__mouthPucker","|__mouthRollUpper","|__mouthShrugLower"
"img668.jpg","","","0.4883353114128113","0.6788014769554138","","","0.588098406791687","0.2820332646369934","0.2668881118297577","","","","","","","0.2619900405406952","0.16479767858982086","","","","","","","","0.19027529656887054","","0.2096569836139679"
"img9.jpg","","","0.13504691421985626","0.1450391262769699","","","0.14344008266925812","0.11090493202209473","0.1630563586950302","","","0.166952982544899","","","","0.46325021982192993","0.3084879219532013","","","","","","","","","",""
"img73.jpg","","","0.31190839409828186","0.11231148988008499","0.22076955437660217","0.13711698353290558","","0.17522458732128143","0.1516711562871933","0.22092871367931366","0.21027888357639313","","","","","0.39771127700805664","0.48746612668037415","","","","","","","","","",""
"img8_1.jpg","","","0.5136629343032837","0.21289074420928955","0.18755073845386505","0.18540242314338684","0.12649475038051605","0.12000957876443863","0.10550839453935623","","","0.1957349330186844","0.1899784952402115","0.11403923481702805","0.11711589992046356","0.5334919691085815","0.5048928260803223","","","0.13437631726264954","0.2487504929304123","","","0.22349680960178375","","",""
"img1882.jpg","","","","","0.6207489967346191","0.6226205229759216","","0.521115779876709","0.4909588396549225","","","","","","","0.7652118802070618","0.6814601421356201","","","","","","","","0.6604393720626831","",""
"img1956.jpg","","","0.5032063722610474","0.61334228515625","0.4660172462463379","0.42748790979385376","0.29649850726127625","0.2982129156589508","0.28605690598487854","","","0.14444701373577118","0.13498647511005402","","","0.7027601599693298","0.4737677276134491","","","","","","","","0.9066851139068604","",""
"img140.jpg","","","","0.3865810036659241","0.14237569272518158","0.19773581624031067","0.19150523841381073","0.12082690000534058","0.16128066182136536","0.19973783195018768","0.1270018368959427","","","0.10695204883813858","","0.5475215911865234","0.41907915472984314","","0.15740153193473816","","","","","","","",""
"img1571.jpg","","","","0.3846481144428253","0.23619665205478668","0.4108937084674835","0.15980122983455658","0.3480750024318695","0.30245643854141235","0.11363261938095093","0.1139640361070633","","","","","0.5736856460571289","0.4871884286403656","","0.1717962920665741","","","","","","","",""
"img1023.jpg","","0.13500916957855225","","","0.28674858808517456","0.4015764892101288","","0.24689233303070068","0.24358800053596497","","","0.11983063817024231","0.11542172729969025","","","0.6040003299713135","0.3308908939361572","0.30626240372657776","0.1488059014081955","","","","","","","",""
"img86.jpg","","","0.2374144345521927","0.10502560436725616","0.13016538321971893","0.10939354449510574","","0.17877152562141418","0.17802998423576355","0.2342461794614792","0.19524939358234406","","","","","0.48152464628219604","0.42400607466697693","","0.11361779272556305","","","","","","","",""
"img553.jpg","","","","","0.16912393271923065","0.13871252536773682","","0.17559850215911865","0.16800716519355774","","","0.10820936411619186","","","","0.40605175495147705","0.41933876276016235","","0.13919807970523834","0.16474972665309906","","","","","","",""
"img395.jpg","","","","0.134139284491539","0.3354528546333313","0.4120074510574341","","0.2391698658466339","0.2501252293586731","","","0.14855332672595978","0.14603422582149506","","","0.7059488296508789","0.6432421207427979","0.14522907137870789","0.6044074892997742","0.4055737555027008","","","","","","",""
"img10_1.jpg","","","0.6966224908828735","0.6060473918914795","0.23083220422267914","0.11720579862594604","0.5697098970413208","0.2933604419231415","0.2943859398365021","0.14469283819198608","","","","","","0.3437068462371826","0.37872642278671265","","","","","","","","0.29568347334861755","",""
"img1767.jpg","","","0.10788673162460327","0.1754509061574936","0.39079776406288147","0.2937828302383423","","0.1189369335770607","0.11508116126060486","","","0.1534537523984909","0.14650018513202667","","","0.683935284614563","0.5415565967559814","","","","","","","","0.16511653363704681","",""
"img347.jpg","0.14534036815166473","","","","0.26773926615715027","0.17938195168972015","","0.17307060956954956","0.19577306509017944","","","0.10559125244617462","0.10938132554292679","","","0.6936163902282715","0.5667232275009155","","","","","","","","0.37349244952201843","",""
"img212.jpg","","","0.646702766418457","0.4684961438179016","0.1882963925600052","","0.2854940593242645","0.1107824370265007","0.10768714547157288","","","","","","","0.5375989675521851","0.6044325828552246","","","","","","","","0.20843708515167236","",""
"img1341.jpg","0.23157010972499847","0.14388969540596008","","","0.2526596486568451","0.16855540871620178","","0.17949798703193665","0.17872489988803864","","","","","","","0.4860635995864868","0.4478653371334076","","","","0.10309149324893951","","","","","",""
"img4.jpg","","","0.8543534278869629","0.7853411436080933","0.24709995090961456","0.11309733241796494","0.7552505135536194","0.21254625916481018","0.2109563946723938","","","0.16737525165081024","0.14617839455604553","","","0.5236858129501343","0.34307754039764404","","","0.11925956606864929","","","","","","",""
"img1351.jpg","","","","","0.30274781584739685","0.20432820916175842","","0.18331104516983032","0.15535059571266174","","","0.13106486201286316","0.10230862349271774","","","0.6918076276779175","0.6489118933677673","","","","0.13341842591762543","0.6545640230178833","0.7321140766143799","","0.1191137433052063","",""
"img2195.jpg","","","","0.19054420292377472","","","0.13429386913776398","0.1852113902568817","0.21038471162319183","","","","","","","0.4450990557670593","0.18482846021652222","","","","","","","","0.8722472190856934","",""
"img14.jpg","","","0.6961632966995239","0.6207499504089355","0.1557614803314209","","0.45087647438049316","0.11772321909666061","0.12499089539051056","","","0.1396782547235489","0.12469325214624405","","","0.5609613656997681","0.5046615600585938","","","","","","","","0.3555556535720825","",""
"img1188.jpg","0.14013999700546265","0.1854909211397171","","","0.10256270319223404","","","","","","","0.10447743535041809","","0.3385816216468811","0.34687650203704834","0.6389667987823486","0.5118213891983032","","","","","","","","0.4062093198299408","",""
"img577.jpg","","","0.2617897093296051","","0.21217554807662964","0.12644316256046295","","0.2836090624332428","0.27063247561454773","","","0.12994025647640228","","","","0.45330291986465454","0.49544402956962585","","","","","","","","","",""
"img1383.jpg","","","0.111510269343853","0.1010298952460289","0.10245046764612198","0.1354285180568695","","","","0.17108462750911713","","","","0.18668097257614136","0.12169454991817474","0.5329481363296509","0.43856626749038696","","","","","","","","","",""
"img7.jpg","","","","0.3667275011539459","0.12698936462402344","","0.3292660117149353","","","","","0.15435566008090973","0.15581776201725006","","","0.4629688262939453","0.41358691453933716","","","0.13520042598247528","0.14547234773635864","","","0.10160984098911285","","",""
"img2155.jpg","","","0.21635796129703522","0.14524756371974945","0.19316455721855164","0.10976304113864899","0.10339608043432236","0.18572723865509033","0.1809362918138504","","","0.13903364539146423","","","","0.5468970537185669","0.4542086720466614","","","","0.2424992322921753","","","0.23798999190330505","","",""
"img548.jpg","","","0.5236364603042603","0.5707262754440308","","","0.24901258945465088","","","","","0.1360587775707245","0.11997301131486893","0.2561991810798645","0.26273006200790405","0.5126901865005493","0.31092211604118347","","","","","","","","0.8968619108200073","",""
"img727.jpg","","","","0.10906761884689331","","","","","","","","0.35538870096206665","0.38969817757606506","0.26541009545326233","0.26202115416526794","0.3186003863811493","0.30840498208999634","","","","","","","","","",""
"img159.jpg","","","0.11882002651691437","0.15758296847343445","","","0.12290175259113312","0.15430855751037598","0.171958327293396","","","0.35818368196487427","0.35555770993232727","","","0.3631065785884857","0.32438403367996216","","","","","","","","","",""
"img225.jpg","","","0.12071195989847183","0.17389579117298126","0.1406221240758896","0.12644559144973755","","0.3597494661808014","0.3484996557235718","","","0.24768541753292084","0.1269935667514801","","","0.3736444413661957","0.4419240355491638","","","","0.39740830659866333","","","0.36420169472694397","","",""
"img734.jpg","","","","0.3449707329273224","0.12644623219966888","0.19218401610851288","0.125786691904068","","","","","","","0.15160253643989563","0.10145188868045807","0.5568594336509705","0.442134827375412","","0.3637887239456177","0.3233001232147217","","","","","","",""
"img1242.jpg","","","","0.16551898419857025","","","0.16058199107646942","0.13173125684261322","0.14516592025756836","","","","","","","0.5828705430030823","0.41265061497688293","","","","","","","","0.3184722363948822","",""
"img96.jpg","","","","","0.7243192195892334","0.6680774688720703","","0.7271537780761719","0.709773063659668","","","","","","","0.7001985907554626","0.7065008878707886","","","","","","","","0.1325538456439972","",""
"img920.jpg","","","","","0.20840561389923096","0.19070276618003845","","0.3308251202106476","0.3042714297771454","0.1177295371890068","","","","","","0.4217489957809448","0.4269352853298187","","0.14371651411056519","0.11676944047212601","","","","","","",""
"img100.jpg","","","","","0.12327443808317184","0.12646450102329254","","","","","","0.10009194910526276","","0.14503198862075806","0.12413425743579865","0.5569299459457397","0.46679702401161194","","0.11989404261112213","","","","","","","",""
"img168.jpg","","","0.16644448041915894","0.1301337331533432","0.6298834085464478","0.7070392370223999","0.2124108374118805","0.7206084728240967","0.7163329720497131","","","0.15652546286582947","","","","0.6601387858390808","0.5205698013305664","","","","","","","","","",""
"img2760.jpg","","","","0.297644704580307","0.5409585237503052","0.4058391749858856","0.21549338102340698","0.5602346658706665","0.5675128698348999","","","0.20074890553951263","0.20495110750198364","","","0.5406323671340942","0.5020046830177307","","","","","","","","","",""
"img1165.jpg","","","","0.3652282953262329","0.17288179695606232","0.23758862912654877","0.14298944175243378","0.19094514846801758","0.18689794838428497","","","","","","","0.5503175854682922","0.4393927752971649","","","","","","","","","",""
"img62.jpg","","","0.2676500380039215","0.2517815828323364","0.4805440604686737","0.441083163022995","0.35608381032943726","0.6224360466003418","0.5983079671859741","","","","","","","0.7100263237953186","0.44252267479896545","","","","","","","","","",""
"img291.jpg","","","","","0.2737463712692261","0.3313712775707245","","0.16737250983715057","0.18805746734142303","","","0.2537459433078766","0.2842056453227997","","","0.5920575261116028","0.4678638279438019","","","","","","","","0.3467006981372833","",""
"img607.jpg","","","0.2360333949327469","0.2983604073524475","0.16317978501319885","","0.26743224263191223","0.19836194813251495","0.20607773959636688","","","0.20866446197032928","0.2171832025051117","","","0.43582120537757874","0.3718738257884979","","","","","","","","0.1047450602054596","",""
"img1116.jpg","","","0.14790672063827515","0.2674650251865387","0.10381694883108139","0.1539296656847","","","0.15081049501895905","","","0.2763002812862396","","0.23938608169555664","","0.5580412149429321","0.2089615911245346","","0.1187390685081482","","","","","","","",""
"img421.jpg","","","0.5277743935585022","0.47354283928871155","0.19053761661052704","0.12874163687229156","0.43778833746910095","0.28216734528541565","0.33344537019729614","0.11585094034671783","","0.1393078863620758","","","","0.5091376304626465","0.33163970708847046","","","","","","","","0.9647235870361328","0.3061267137527466",""
"img1130.jpg","","","","0.35637789964675903","0.28212448954582214","0.26439085602760315","0.15355220437049866","0.33838963508605957","0.32037976384162903","","","","","","","0.6104583144187927","0.5405082106590271","","","","","","","","0.23852874338626862","",""
"img49.jpg","","","0.16306860744953156","0.4648984372615814","0.2799154818058014","0.28872859477996826","0.26194992661476135","0.4041867256164551","0.37722545862197876","","","0.1104685515165329","","","","0.5700738430023193","0.46565428376197815","","","","","","","","0.3442263603210449","",""
"img6.jpg","","","0.2594897449016571","0.11556024104356766","0.1620294153690338","0.11705794185400009","","0.11643482744693756","0.11017496138811111","","","0.10863561928272247","","","","0.4417862594127655","0.4674392640590668","","","","0.4253651797771454","","","0.44834521412849426","","",""
"img1154.jpg","","","0.641225278377533","0.7619212865829468","0.595346212387085","0.54239422082901","0.47619667649269104","0.6052026152610779","0.587195873260498","","","0.2400871068239212","0.22008173167705536","","","0.6218874454498291","0.40423259139060974","","","","","","","","0.7397068738937378","",""
"img33.jpg","","","0.2738475203514099","0.2716518044471741","0.25859829783439636","0.1893841028213501","0.19108222424983978","0.3443391025066376","0.3236115872859955","0.1124362051486969","0.10927267372608185","","","","","0.45892366766929626","0.3828151524066925","","","","","","","","","",""
"img1420.jpg","","","0.3575890362262726","0.4314509928226471","0.1527854949235916","0.15598081052303314","0.2652156352996826","","","","","0.1352129578590393","0.132459357380867","0.1284564733505249","0.12901410460472107","0.4870758652687073","0.42238369584083557","","","","","","","","0.31086453795433044","",""
